date from;date to;Euro per Mwh;Euro per Kwh;Euro per kWh incl. Taxes
27.11.2023 18:00;27.11.2023 19:00;123.22;0.12322;0.1466318
27.11.2023 19:00;27.11.2023 20:00;117.12;0.11712;0.1393728
27.11.2023 20:00;27.11.2023 21:00;100.61;0.10061;0.1197259
27.11.2023 21:00;27.11.2023 22:00;94.46;0.09446;0.1124074
27.11.2023 22:00;27.11.2023 23:00;95.2;0.0952;0.113288
27.11.2023 23:00;28.11.2023 00:00;85.06;0.08506;0.1012214
28.11.2023 00:00;28.11.2023 01:00;77.74;0.07774;0.0925106
28.11.2023 01:00;28.11.2023 02:00;70.49;0.07049;0.0838831
28.11.2023 02:00;28.11.2023 03:00;67.47;0.06747;0.0802893
28.11.2023 03:00;28.11.2023 04:00;64.5;0.0645;0.076755
28.11.2023 04:00;28.11.2023 05:00;68.29;0.06829;0.0812651
28.11.2023 05:00;28.11.2023 06:00;80.06;0.08006;0.0952714
28.11.2023 06:00;28.11.2023 07:00;89.34;0.08934;0.1063146
28.11.2023 07:00;28.11.2023 08:00;116.42;0.11642;0.1385398
28.11.2023 08:00;28.11.2023 09:00;127.03;0.12703;0.1511657
28.11.2023 09:00;28.11.2023 10:00;138.08;0.13808;0.1643152
28.11.2023 10:00;28.11.2023 11:00;139.3;0.1393;0.165767
28.11.2023 11:00;28.11.2023 12:00;138.5;0.1385;0.164815
28.11.2023 12:00;28.11.2023 13:00;135.6;0.1356;0.161364
28.11.2023 13:00;28.11.2023 14:00;137.72;0.13772;0.1638868
28.11.2023 14:00;28.11.2023 15:00;144.04;0.14404;0.1714076
28.11.2023 15:00;28.11.2023 16:00;150;0.15;0.1785
28.11.2023 16:00;28.11.2023 17:00;164.01;0.16401;0.1951719
28.11.2023 17:00;28.11.2023 18:00;189.98;0.18998;0.2260762
28.11.2023 18:00;28.11.2023 19:00;177;0.177;0.21063
28.11.2023 19:00;28.11.2023 20:00;160.2;0.1602;0.190638
28.11.2023 20:00;28.11.2023 21:00;139.12;0.13912;0.1655528
28.11.2023 21:00;28.11.2023 22:00;125.45;0.12545;0.1492855
28.11.2023 22:00;28.11.2023 23:00;116.84;0.11684;0.1390396
28.11.2023 23:00;29.11.2023 00:00;109.41;0.10941;0.1301979
29.11.2023 00:00;29.11.2023 01:00;98.43;0.09843;0.1171317
29.11.2023 01:00;29.11.2023 02:00;95.17;0.09517;0.1132523
29.11.2023 02:00;29.11.2023 03:00;92.03;0.09203;0.1095157
29.11.2023 03:00;29.11.2023 04:00;85.88;0.08588;0.1021972
29.11.2023 04:00;29.11.2023 05:00;84.91;0.08491;0.1010429
29.11.2023 05:00;29.11.2023 06:00;95.7;0.0957;0.113883
29.11.2023 06:00;29.11.2023 07:00;102.84;0.10284;0.1223796
29.11.2023 07:00;29.11.2023 08:00;132.59;0.13259;0.1577821
29.11.2023 08:00;29.11.2023 09:00;149.33;0.14933;0.1777027
29.11.2023 09:00;29.11.2023 10:00;142.55;0.14255;0.1696345
29.11.2023 10:00;29.11.2023 11:00;133.72;0.13372;0.1591268
29.11.2023 11:00;29.11.2023 12:00;130;0.13;0.1547
29.11.2023 12:00;29.11.2023 13:00;128.09;0.12809;0.1524271
29.11.2023 13:00;29.11.2023 14:00;132.18;0.13218;0.1572942
29.11.2023 14:00;29.11.2023 15:00;146.35;0.14635;0.1741565
29.11.2023 15:00;29.11.2023 16:00;168;0.168;0.19992
29.11.2023 16:00;29.11.2023 17:00;200;0.2;0.238
29.11.2023 17:00;29.11.2023 18:00;250;0.25;0.2975
29.11.2023 18:00;29.11.2023 19:00;250;0.25;0.2975
29.11.2023 19:00;29.11.2023 20:00;200;0.2;0.238
29.11.2023 20:00;29.11.2023 21:00;161;0.161;0.19159
29.11.2023 21:00;29.11.2023 22:00;139.01;0.13901;0.1654219
29.11.2023 22:00;29.11.2023 23:00;128.5;0.1285;0.152915
29.11.2023 23:00;30.11.2023 00:00;114.27;0.11427;0.1359813
30.11.2023 00:00;30.11.2023 01:00;104.79;0.10479;0.1247001
30.11.2023 01:00;30.11.2023 02:00;104.52;0.10452;0.1243788
30.11.2023 02:00;30.11.2023 03:00;102.2;0.1022;0.121618
30.11.2023 03:00;30.11.2023 04:00;100;0.1;0.119
30.11.2023 04:00;30.11.2023 05:00;101.63;0.10163;0.1209397
30.11.2023 05:00;30.11.2023 06:00;106.3;0.1063;0.126497
30.11.2023 06:00;30.11.2023 07:00;129.41;0.12941;0.1539979
30.11.2023 07:00;30.11.2023 08:00;168.09;0.16809;0.2000271
30.11.2023 08:00;30.11.2023 09:00;219.27;0.21927;0.2609313
30.11.2023 09:00;30.11.2023 10:00;237.13;0.23713;0.2821847
30.11.2023 10:00;30.11.2023 11:00;222.5;0.2225;0.264775
30.11.2023 11:00;30.11.2023 12:00;223.34;0.22334;0.2657746
30.11.2023 12:00;30.11.2023 13:00;195.21;0.19521;0.2322999
30.11.2023 13:00;30.11.2023 14:00;189.81;0.18981;0.2258739
30.11.2023 14:00;30.11.2023 15:00;195;0.195;0.23205
30.11.2023 15:00;30.11.2023 16:00;195;0.195;0.23205
30.11.2023 16:00;30.11.2023 17:00;226;0.226;0.26894
30.11.2023 17:00;30.11.2023 18:00;261;0.261;0.31059
30.11.2023 18:00;30.11.2023 19:00;249.34;0.24934;0.2967146
30.11.2023 19:00;30.11.2023 20:00;194.49;0.19449;0.2314431
30.11.2023 20:00;30.11.2023 21:00;153.93;0.15393;0.1831767
30.11.2023 21:00;30.11.2023 22:00;132.72;0.13272;0.1579368
30.11.2023 22:00;30.11.2023 23:00;124.72;0.12472;0.1484168
30.11.2023 23:00;01.12.2023 00:00;113.79;0.11379;0.1354101
01.12.2023 00:00;01.12.2023 01:00;106.91;0.10691;0.1272229
01.12.2023 01:00;01.12.2023 02:00;102.63;0.10263;0.1221297
01.12.2023 02:00;01.12.2023 03:00;99.1;0.0991;0.117929
01.12.2023 03:00;01.12.2023 04:00;95.88;0.09588;0.1140972
01.12.2023 04:00;01.12.2023 05:00;96.07;0.09607;0.1143233
01.12.2023 05:00;01.12.2023 06:00;102.31;0.10231;0.1217489
01.12.2023 06:00;01.12.2023 07:00;120.03;0.12003;0.1428357
01.12.2023 07:00;01.12.2023 08:00;152.11;0.15211;0.1810109
01.12.2023 08:00;01.12.2023 09:00;203.46;0.20346;0.2421174
01.12.2023 09:00;01.12.2023 10:00;222.63;0.22263;0.2649297
01.12.2023 10:00;01.12.2023 11:00;215.37;0.21537;0.2562903
01.12.2023 11:00;01.12.2023 12:00;213.52;0.21352;0.2540888
01.12.2023 12:00;01.12.2023 13:00;197.09;0.19709;0.2345371
01.12.2023 13:00;01.12.2023 14:00;175.19;0.17519;0.2084761
01.12.2023 14:00;01.12.2023 15:00;174.32;0.17432;0.2074408
01.12.2023 15:00;01.12.2023 16:00;184.4;0.1844;0.219436
01.12.2023 16:00;01.12.2023 17:00;200.05;0.20005;0.2380595
01.12.2023 17:00;01.12.2023 18:00;230.69;0.23069;0.2745211
01.12.2023 18:00;01.12.2023 19:00;199.16;0.19916;0.2370004
01.12.2023 19:00;01.12.2023 20:00;168.56;0.16856;0.2005864
01.12.2023 20:00;01.12.2023 21:00;142.37;0.14237;0.1694203
01.12.2023 21:00;01.12.2023 22:00;125.13;0.12513;0.1489047
01.12.2023 22:00;01.12.2023 23:00;118.4;0.1184;0.140896
01.12.2023 23:00;02.12.2023 00:00;108.13;0.10813;0.1286747
02.12.2023 00:00;02.12.2023 01:00;105.22;0.10522;0.1252118
02.12.2023 01:00;02.12.2023 02:00;102.69;0.10269;0.1222011
02.12.2023 02:00;02.12.2023 03:00;101.25;0.10125;0.1204875
02.12.2023 03:00;02.12.2023 04:00;98.89;0.09889;0.1176791
02.12.2023 04:00;02.12.2023 05:00;97.96;0.09796;0.1165724
02.12.2023 05:00;02.12.2023 06:00;97.83;0.09783;0.1164177
02.12.2023 06:00;02.12.2023 07:00;98.93;0.09893;0.1177267
02.12.2023 07:00;02.12.2023 08:00;104.88;0.10488;0.1248072
02.12.2023 08:00;02.12.2023 09:00;120.34;0.12034;0.1432046
02.12.2023 09:00;02.12.2023 10:00;127.99;0.12799;0.1523081
02.12.2023 10:00;02.12.2023 11:00;130.75;0.13075;0.1555925
02.12.2023 11:00;02.12.2023 12:00;127.22;0.12722;0.1513918
02.12.2023 12:00;02.12.2023 13:00;121.58;0.12158;0.1446802
02.12.2023 13:00;02.12.2023 14:00;114.58;0.11458;0.1363502
02.12.2023 14:00;02.12.2023 15:00;118.52;0.11852;0.1410388
02.12.2023 15:00;02.12.2023 16:00;123.5;0.1235;0.146965
02.12.2023 16:00;02.12.2023 17:00;129.79;0.12979;0.1544501
02.12.2023 17:00;02.12.2023 18:00;144.04;0.14404;0.1714076
02.12.2023 18:00;02.12.2023 19:00;144.96;0.14496;0.1725024
02.12.2023 19:00;02.12.2023 20:00;129.56;0.12956;0.1541764
02.12.2023 20:00;02.12.2023 21:00;122.52;0.12252;0.1457988
02.12.2023 21:00;02.12.2023 22:00;114.83;0.11483;0.1366477
02.12.2023 22:00;02.12.2023 23:00;109.88;0.10988;0.1307572
02.12.2023 23:00;03.12.2023 00:00;106.01;0.10601;0.1261519
03.12.2023 00:00;03.12.2023 01:00;108.3;0.1083;0.128877
03.12.2023 01:00;03.12.2023 02:00;102.68;0.10268;0.1221892
03.12.2023 02:00;03.12.2023 03:00;99.88;0.09988;0.1188572
03.12.2023 03:00;03.12.2023 04:00;98.62;0.09862;0.1173578
03.12.2023 04:00;03.12.2023 05:00;94.62;0.09462;0.1125978
03.12.2023 05:00;03.12.2023 06:00;91.72;0.09172;0.1091468
03.12.2023 06:00;03.12.2023 07:00;88.86;0.08886;0.1057434
03.12.2023 07:00;03.12.2023 08:00;92.13;0.09213;0.1096347
03.12.2023 08:00;03.12.2023 09:00;97.02;0.09702;0.1154538
03.12.2023 09:00;03.12.2023 10:00;100.15;0.10015;0.1191785
03.12.2023 10:00;03.12.2023 11:00;104.96;0.10496;0.1249024
03.12.2023 11:00;03.12.2023 12:00;105.07;0.10507;0.1250333
03.12.2023 12:00;03.12.2023 13:00;102.91;0.10291;0.1224629
03.12.2023 13:00;03.12.2023 14:00;100;0.1;0.119
03.12.2023 14:00;03.12.2023 15:00;105.68;0.10568;0.1257592
03.12.2023 15:00;03.12.2023 16:00;115;0.115;0.13685
03.12.2023 16:00;03.12.2023 17:00;122.2;0.1222;0.145418
03.12.2023 17:00;03.12.2023 18:00;127.9;0.1279;0.152201
03.12.2023 18:00;03.12.2023 19:00;129.05;0.12905;0.1535695
03.12.2023 19:00;03.12.2023 20:00;126.07;0.12607;0.1500233
03.12.2023 20:00;03.12.2023 21:00;112.33;0.11233;0.1336727
03.12.2023 21:00;03.12.2023 22:00;100;0.1;0.119
03.12.2023 22:00;03.12.2023 23:00;99.09;0.09909;0.1179171
03.12.2023 23:00;04.12.2023 00:00;89;0.089;0.10591
04.12.2023 00:00;04.12.2023 01:00;93.86;0.09386;0.1116934
04.12.2023 01:00;04.12.2023 02:00;89.81;0.08981;0.1068739
04.12.2023 02:00;04.12.2023 03:00;88.02;0.08802;0.1047438
04.12.2023 03:00;04.12.2023 04:00;85.38;0.08538;0.1016022
04.12.2023 04:00;04.12.2023 05:00;85.83;0.08583;0.1021377
04.12.2023 05:00;04.12.2023 06:00;92.04;0.09204;0.1095276
04.12.2023 06:00;04.12.2023 07:00;104.1;0.1041;0.123879
04.12.2023 07:00;04.12.2023 08:00;118.06;0.11806;0.1404914
04.12.2023 08:00;04.12.2023 09:00;123.16;0.12316;0.1465604
04.12.2023 09:00;04.12.2023 10:00;126.12;0.12612;0.1500828
04.12.2023 10:00;04.12.2023 11:00;128.02;0.12802;0.1523438
04.12.2023 11:00;04.12.2023 12:00;130.7;0.1307;0.155533
04.12.2023 12:00;04.12.2023 13:00;126.45;0.12645;0.1504755
04.12.2023 13:00;04.12.2023 14:00;131.42;0.13142;0.1563898
04.12.2023 14:00;04.12.2023 15:00;126.97;0.12697;0.1510943
04.12.2023 15:00;04.12.2023 16:00;124.84;0.12484;0.1485596
04.12.2023 16:00;04.12.2023 17:00;122.27;0.12227;0.1455013
04.12.2023 17:00;04.12.2023 18:00;127.75;0.12775;0.1520225
04.12.2023 18:00;04.12.2023 19:00;124.63;0.12463;0.1483097
04.12.2023 19:00;04.12.2023 20:00;120.97;0.12097;0.1439543
04.12.2023 20:00;04.12.2023 21:00;114.48;0.11448;0.1362312
04.12.2023 21:00;04.12.2023 22:00;105.55;0.10555;0.1256045
04.12.2023 22:00;04.12.2023 23:00;100;0.1;0.119
04.12.2023 23:00;05.12.2023 00:00;91.76;0.09176;0.1091944
05.12.2023 00:00;05.12.2023 01:00;90.85;0.09085;0.1081115
05.12.2023 01:00;05.12.2023 02:00;88.01;0.08801;0.1047319
05.12.2023 02:00;05.12.2023 03:00;85.73;0.08573;0.1020187
05.12.2023 03:00;05.12.2023 04:00;83.62;0.08362;0.0995078
05.12.2023 04:00;05.12.2023 05:00;84.71;0.08471;0.1008049
05.12.2023 05:00;05.12.2023 06:00;91.02;0.09102;0.1083138
05.12.2023 06:00;05.12.2023 07:00;108;0.108;0.12852
05.12.2023 07:00;05.12.2023 08:00;114.32;0.11432;0.1360408
05.12.2023 08:00;05.12.2023 09:00;122.28;0.12228;0.1455132
05.12.2023 09:00;05.12.2023 10:00;122.88;0.12288;0.1462272
05.12.2023 10:00;05.12.2023 11:00;120.55;0.12055;0.1434545
05.12.2023 11:00;05.12.2023 12:00;121.27;0.12127;0.1443113
05.12.2023 12:00;05.12.2023 13:00;118.34;0.11834;0.1408246
05.12.2023 13:00;05.12.2023 14:00;118.53;0.11853;0.1410507
05.12.2023 14:00;05.12.2023 15:00;127.26;0.12726;0.1514394
05.12.2023 15:00;05.12.2023 16:00;122.59;0.12259;0.1458821
05.12.2023 16:00;05.12.2023 17:00;129.24;0.12924;0.1537956
05.12.2023 17:00;05.12.2023 18:00;145.9;0.1459;0.173621
05.12.2023 18:00;05.12.2023 19:00;147.47;0.14747;0.1754893
05.12.2023 19:00;05.12.2023 20:00;141.56;0.14156;0.1684564
05.12.2023 20:00;05.12.2023 21:00;128.63;0.12863;0.1530697
05.12.2023 21:00;05.12.2023 22:00;117.83;0.11783;0.1402177
05.12.2023 22:00;05.12.2023 23:00;111.55;0.11155;0.1327445
05.12.2023 23:00;06.12.2023 00:00;103.28;0.10328;0.1229032
06.12.2023 00:00;06.12.2023 01:00;94.97;0.09497;0.1130143
06.12.2023 01:00;06.12.2023 02:00;93.1;0.0931;0.110789
06.12.2023 02:00;06.12.2023 03:00;92.57;0.09257;0.1101583
06.12.2023 03:00;06.12.2023 04:00;90.96;0.09096;0.1082424
06.12.2023 04:00;06.12.2023 05:00;90.59;0.09059;0.1078021
06.12.2023 05:00;06.12.2023 06:00;93.89;0.09389;0.1117291
06.12.2023 06:00;06.12.2023 07:00;106.94;0.10694;0.1272586
06.12.2023 07:00;06.12.2023 08:00;133.86;0.13386;0.1592934
06.12.2023 08:00;06.12.2023 09:00;167;0.167;0.19873
06.12.2023 09:00;06.12.2023 10:00;166.54;0.16654;0.1981826
06.12.2023 10:00;06.12.2023 11:00;150;0.15;0.1785
06.12.2023 11:00;06.12.2023 12:00;146.29;0.14629;0.1740851
06.12.2023 12:00;06.12.2023 13:00;146.1;0.1461;0.173859
06.12.2023 13:00;06.12.2023 14:00;141.03;0.14103;0.1678257
06.12.2023 14:00;06.12.2023 15:00;140.5;0.1405;0.167195
06.12.2023 15:00;06.12.2023 16:00;143.99;0.14399;0.1713481
06.12.2023 16:00;06.12.2023 17:00;164;0.164;0.19516
06.12.2023 17:00;06.12.2023 18:00;178.07;0.17807;0.2119033
06.12.2023 18:00;06.12.2023 19:00;165.28;0.16528;0.1966832
06.12.2023 19:00;06.12.2023 20:00;149.93;0.14993;0.1784167
06.12.2023 20:00;06.12.2023 21:00;129.91;0.12991;0.1545929
06.12.2023 21:00;06.12.2023 22:00;115.68;0.11568;0.1376592
06.12.2023 22:00;06.12.2023 23:00;107.33;0.10733;0.1277227
06.12.2023 23:00;07.12.2023 00:00;100.44;0.10044;0.1195236
07.12.2023 00:00;07.12.2023 01:00;99.2;0.0992;0.118048
07.12.2023 01:00;07.12.2023 02:00;97.85;0.09785;0.1164415
07.12.2023 02:00;07.12.2023 03:00;96.86;0.09686;0.1152634
07.12.2023 03:00;07.12.2023 04:00;91.81;0.09181;0.1092539
07.12.2023 04:00;07.12.2023 05:00;89.92;0.08992;0.1070048
07.12.2023 05:00;07.12.2023 06:00;94.53;0.09453;0.1124907
07.12.2023 06:00;07.12.2023 07:00;116.58;0.11658;0.1387302
07.12.2023 07:00;07.12.2023 08:00;131.22;0.13122;0.1561518
07.12.2023 08:00;07.12.2023 09:00;150;0.15;0.1785
07.12.2023 09:00;07.12.2023 10:00;137.7;0.1377;0.163863
07.12.2023 10:00;07.12.2023 11:00;134.36;0.13436;0.1598884
07.12.2023 11:00;07.12.2023 12:00;138.17;0.13817;0.1644223
07.12.2023 12:00;07.12.2023 13:00;137.99;0.13799;0.1642081
07.12.2023 13:00;07.12.2023 14:00;138.35;0.13835;0.1646365
07.12.2023 14:00;07.12.2023 15:00;138.08;0.13808;0.1643152
07.12.2023 15:00;07.12.2023 16:00;138.02;0.13802;0.1642438
07.12.2023 16:00;07.12.2023 17:00;133.87;0.13387;0.1593053
07.12.2023 17:00;07.12.2023 18:00;128.59;0.12859;0.1530221
07.12.2023 18:00;07.12.2023 19:00;120.35;0.12035;0.1432165
07.12.2023 19:00;07.12.2023 20:00;104.14;0.10414;0.1239266
07.12.2023 20:00;07.12.2023 21:00;100.36;0.10036;0.1194284
07.12.2023 21:00;07.12.2023 22:00;97;0.097;0.11543
07.12.2023 22:00;07.12.2023 23:00;96.42;0.09642;0.1147398
07.12.2023 23:00;08.12.2023 00:00;87.08;0.08708;0.1036252
08.12.2023 00:00;08.12.2023 01:00;87.09;0.08709;0.1036371
08.12.2023 01:00;08.12.2023 02:00;83.26;0.08326;0.0990794
08.12.2023 02:00;08.12.2023 03:00;81.43;0.08143;0.0969017
08.12.2023 03:00;08.12.2023 04:00;79.52;0.07952;0.0946288
08.12.2023 04:00;08.12.2023 05:00;80;0.08;0.0952
08.12.2023 05:00;08.12.2023 06:00;87.04;0.08704;0.1035776
08.12.2023 06:00;08.12.2023 07:00;99.69;0.09969;0.1186311
08.12.2023 07:00;08.12.2023 08:00;107.29;0.10729;0.1276751
08.12.2023 08:00;08.12.2023 09:00;112.65;0.11265;0.1340535
08.12.2023 09:00;08.12.2023 10:00;118.52;0.11852;0.1410388
08.12.2023 10:00;08.12.2023 11:00;118.75;0.11875;0.1413125
08.12.2023 11:00;08.12.2023 12:00;118.02;0.11802;0.1404438
08.12.2023 12:00;08.12.2023 13:00;116.66;0.11666;0.1388254
08.12.2023 13:00;08.12.2023 14:00;111.78;0.11178;0.1330182
08.12.2023 14:00;08.12.2023 15:00;113.11;0.11311;0.1346009
08.12.2023 15:00;08.12.2023 16:00;118.33;0.11833;0.1408127
08.12.2023 16:00;08.12.2023 17:00;114.98;0.11498;0.1368262
08.12.2023 17:00;08.12.2023 18:00;117.99;0.11799;0.1404081
08.12.2023 18:00;08.12.2023 19:00;118.6;0.1186;0.141134
08.12.2023 19:00;08.12.2023 20:00;105.56;0.10556;0.1256164
08.12.2023 20:00;08.12.2023 21:00;104.62;0.10462;0.1244978
08.12.2023 21:00;08.12.2023 22:00;101.12;0.10112;0.1203328
08.12.2023 22:00;08.12.2023 23:00;101.72;0.10172;0.1210468
08.12.2023 23:00;09.12.2023 00:00;90.58;0.09058;0.1077902
09.12.2023 00:00;09.12.2023 01:00;95;0.095;0.11305
09.12.2023 01:00;09.12.2023 02:00;85.1;0.0851;0.101269
09.12.2023 02:00;09.12.2023 03:00;79.49;0.07949;0.0945931
09.12.2023 03:00;09.12.2023 04:00;73.07;0.07307;0.0869533
09.12.2023 04:00;09.12.2023 05:00;70.56;0.07056;0.0839664
09.12.2023 05:00;09.12.2023 06:00;73.01;0.07301;0.0868819
09.12.2023 06:00;09.12.2023 07:00;76.04;0.07604;0.0904876
09.12.2023 07:00;09.12.2023 08:00;82.4;0.0824;0.098056
09.12.2023 08:00;09.12.2023 09:00;84.93;0.08493;0.1010667
09.12.2023 09:00;09.12.2023 10:00;91.51;0.09151;0.1088969
09.12.2023 10:00;09.12.2023 11:00;91.01;0.09101;0.1083019
09.12.2023 11:00;09.12.2023 12:00;91.94;0.09194;0.1094086
09.12.2023 12:00;09.12.2023 13:00;94.2;0.0942;0.112098
09.12.2023 13:00;09.12.2023 14:00;90.67;0.09067;0.1078973
09.12.2023 14:00;09.12.2023 15:00;85.63;0.08563;0.1018997
09.12.2023 15:00;09.12.2023 16:00;83.5;0.0835;0.099365
09.12.2023 16:00;09.12.2023 17:00;80.08;0.08008;0.0952952
09.12.2023 17:00;09.12.2023 18:00;79.04;0.07904;0.0940576
09.12.2023 18:00;09.12.2023 19:00;77.43;0.07743;0.0921417
09.12.2023 19:00;09.12.2023 20:00;69.45;0.06945;0.0826455
09.12.2023 20:00;09.12.2023 21:00;64.46;0.06446;0.0767074
09.12.2023 21:00;09.12.2023 22:00;60.41;0.06041;0.0718879
09.12.2023 22:00;09.12.2023 23:00;56.84;0.05684;0.0676396
09.12.2023 23:00;10.12.2023 00:00;46.18;0.04618;0.0549542
10.12.2023 00:00;10.12.2023 01:00;33.69;0.03369;0.0400911
10.12.2023 01:00;10.12.2023 02:00;21.51;0.02151;0.0255969
10.12.2023 02:00;10.12.2023 03:00;13.21;0.01321;0.0157199
10.12.2023 03:00;10.12.2023 04:00;5.99;0.00599;0.0071281
10.12.2023 04:00;10.12.2023 05:00;10;0.01;0.0119
10.12.2023 05:00;10.12.2023 06:00;18.09;0.01809;0.0215271
10.12.2023 06:00;10.12.2023 07:00;23.97;0.02397;0.0285243
10.12.2023 07:00;10.12.2023 08:00;41.85;0.04185;0.0498015
10.12.2023 08:00;10.12.2023 09:00;60.86;0.06086;0.0724234
10.12.2023 09:00;10.12.2023 10:00;65.78;0.06578;0.0782782
10.12.2023 10:00;10.12.2023 11:00;67.35;0.06735;0.0801465
10.12.2023 11:00;10.12.2023 12:00;69.68;0.06968;0.0829192
10.12.2023 12:00;10.12.2023 13:00;67.2;0.0672;0.079968
10.12.2023 13:00;10.12.2023 14:00;67.1;0.0671;0.079849
10.12.2023 14:00;10.12.2023 15:00;69.67;0.06967;0.0829073
10.12.2023 15:00;10.12.2023 16:00;75.84;0.07584;0.0902496
10.12.2023 16:00;10.12.2023 17:00;80.3;0.0803;0.095557
10.12.2023 17:00;10.12.2023 18:00;80.3;0.0803;0.095557
10.12.2023 18:00;10.12.2023 19:00;85.42;0.08542;0.1016498
10.12.2023 19:00;10.12.2023 20:00;80.76;0.08076;0.0961044
10.12.2023 20:00;10.12.2023 21:00;78.05;0.07805;0.0928795
10.12.2023 21:00;10.12.2023 22:00;77.14;0.07714;0.0917966
10.12.2023 22:00;10.12.2023 23:00;78.02;0.07802;0.0928438
10.12.2023 23:00;11.12.2023 00:00;69.16;0.06916;0.0823004
11.12.2023 00:00;11.12.2023 01:00;34.44;0.03444;0.0409836
11.12.2023 01:00;11.12.2023 02:00;15.5;0.0155;0.018445
11.12.2023 02:00;11.12.2023 03:00;12.72;0.01272;0.0151368
11.12.2023 03:00;11.12.2023 04:00;8.62;0.00862;0.0102578
11.12.2023 04:00;11.12.2023 05:00;11.82;0.01182;0.0140658
11.12.2023 05:00;11.12.2023 06:00;38.04;0.03804;0.0452676
11.12.2023 06:00;11.12.2023 07:00;74.59;0.07459;0.0887621
11.12.2023 07:00;11.12.2023 08:00;91.36;0.09136;0.1087184
11.12.2023 08:00;11.12.2023 09:00;97.98;0.09798;0.1165962
11.12.2023 09:00;11.12.2023 10:00;98.33;0.09833;0.1170127
11.12.2023 10:00;11.12.2023 11:00;93.36;0.09336;0.1110984
11.12.2023 11:00;11.12.2023 12:00;90.68;0.09068;0.1079092
11.12.2023 12:00;11.12.2023 13:00;89.31;0.08931;0.1062789
11.12.2023 13:00;11.12.2023 14:00;88.03;0.08803;0.1047557
11.12.2023 14:00;11.12.2023 15:00;92.51;0.09251;0.1100869
11.12.2023 15:00;11.12.2023 16:00;95.92;0.09592;0.1141448
11.12.2023 16:00;11.12.2023 17:00;105.51;0.10551;0.1255569
11.12.2023 17:00;11.12.2023 18:00;117.99;0.11799;0.1404081
11.12.2023 18:00;11.12.2023 19:00;122.64;0.12264;0.1459416
11.12.2023 19:00;11.12.2023 20:00;121.35;0.12135;0.1444065
11.12.2023 20:00;11.12.2023 21:00;114.03;0.11403;0.1356957
11.12.2023 21:00;11.12.2023 22:00;99.24;0.09924;0.1180956
11.12.2023 22:00;11.12.2023 23:00;96.48;0.09648;0.1148112
11.12.2023 23:00;12.12.2023 00:00;86.82;0.08682;0.1033158
12.12.2023 00:00;12.12.2023 01:00;88.05;0.08805;0.1047795
12.12.2023 01:00;12.12.2023 02:00;87.06;0.08706;0.1036014
12.12.2023 02:00;12.12.2023 03:00;85.62;0.08562;0.1018878
12.12.2023 03:00;12.12.2023 04:00;84.42;0.08442;0.1004598
12.12.2023 04:00;12.12.2023 05:00;87.01;0.08701;0.1035419
12.12.2023 05:00;12.12.2023 06:00;89.03;0.08903;0.1059457
12.12.2023 06:00;12.12.2023 07:00;107.41;0.10741;0.1278179
12.12.2023 07:00;12.12.2023 08:00;121.09;0.12109;0.1440971
12.12.2023 08:00;12.12.2023 09:00;146.33;0.14633;0.1741327
12.12.2023 09:00;12.12.2023 10:00;131.94;0.13194;0.1570086
12.12.2023 10:00;12.12.2023 11:00;129.85;0.12985;0.1545215
12.12.2023 11:00;12.12.2023 12:00;122.9;0.1229;0.146251
12.12.2023 12:00;12.12.2023 13:00;124.57;0.12457;0.1482383
12.12.2023 13:00;12.12.2023 14:00;127.18;0.12718;0.1513442
12.12.2023 14:00;12.12.2023 15:00;123.7;0.1237;0.147203
12.12.2023 15:00;12.12.2023 16:00;120.14;0.12014;0.1429666
12.12.2023 16:00;12.12.2023 17:00;117.93;0.11793;0.1403367
12.12.2023 17:00;12.12.2023 18:00;110.88;0.11088;0.1319472
12.12.2023 18:00;12.12.2023 19:00;105;0.105;0.12495
12.12.2023 19:00;12.12.2023 20:00;94.22;0.09422;0.1121218
12.12.2023 20:00;12.12.2023 21:00;92.15;0.09215;0.1096585
12.12.2023 21:00;12.12.2023 22:00;88.14;0.08814;0.1048866
12.12.2023 22:00;12.12.2023 23:00;83.37;0.08337;0.0992103
12.12.2023 23:00;13.12.2023 00:00;77.5;0.0775;0.092225
13.12.2023 00:00;13.12.2023 01:00;75.36;0.07536;0.0896784
13.12.2023 01:00;13.12.2023 02:00;72.96;0.07296;0.0868224
13.12.2023 02:00;13.12.2023 03:00;73.7;0.0737;0.087703
13.12.2023 03:00;13.12.2023 04:00;71.43;0.07143;0.0850017
13.12.2023 04:00;13.12.2023 05:00;73.02;0.07302;0.0868938
13.12.2023 05:00;13.12.2023 06:00;75.45;0.07545;0.0897855
13.12.2023 06:00;13.12.2023 07:00;83.1;0.0831;0.098889
13.12.2023 07:00;13.12.2023 08:00;102.41;0.10241;0.1218679
13.12.2023 08:00;13.12.2023 09:00;98.83;0.09883;0.1176077
13.12.2023 09:00;13.12.2023 10:00;103.73;0.10373;0.1234387
13.12.2023 10:00;13.12.2023 11:00;100.3;0.1003;0.119357
13.12.2023 11:00;13.12.2023 12:00;100;0.1;0.119
13.12.2023 12:00;13.12.2023 13:00;97.66;0.09766;0.1162154
13.12.2023 13:00;13.12.2023 14:00;102.7;0.1027;0.122213
13.12.2023 14:00;13.12.2023 15:00;104.37;0.10437;0.1242003
